from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:19619,IDFM:426710,2,60
IDFM:36577,IDFM:36578,2,303
IDFM:412355,IDFM:463175,2,124
IDFM:7764,IDFM:39401,2,60
IDFM:15333,IDFM:15332,2,60
IDFM:37322,IDFM:23628,2,311
IDFM:4231,IDFM:20258,2,342
IDFM:25089,IDFM:22028,2,372
IDFM:424902,IDFM:14413,2,315
IDFM:15105,IDFM:19538,2,230
IDFM:485329,IDFM:22630,2,114
IDFM:25817,IDFM:27031,2,312
IDFM:8688,IDFM:8687,2,357
IDFM:34986,IDFM:34987,2,60
IDFM:4094,IDFM:4093,2,181
IDFM:483383,IDFM:423862,2,328
IDFM:11873,IDFM:12018,2,358
IDFM:39010,IDFM:480768,2,371
IDFM:39810,IDFM:24078,2,60
IDFM:422896,IDFM:8538,2,195
IDFM:21759,IDFM:8708,2,88
IDFM:6223,IDFM:6224,2,60
IDFM:24820,IDFM:24811,2,65
IDFM:25443,IDFM:29932,2,267
IDFM:24774,IDFM:24790,2,280
IDFM:36553,IDFM:463959,2,361
IDFM:3949,IDFM:3863,2,353
IDFM:22837,IDFM:24671,2,230
IDFM:28238,IDFM:39458,2,90
IDFM:19172,IDFM:39011,2,329
IDFM:424442,IDFM:419118,2,208
IDFM:423621,IDFM:415651,2,281
IDFM:488613,IDFM:3902,2,255
IDFM:25185,IDFM:489163,2,299
IDFM:36556,IDFM:27316,2,275
IDFM:32282,IDFM:32013,2,370
IDFM:12118,IDFM:12966,2,343
IDFM:25972,IDFM:479986,2,356
IDFM:15710,IDFM:15270,2,239
IDFM:10435,IDFM:12950,2,198
IDFM:monomodalStopPlace:43204,IDFM:26963,2,322
IDFM:490631,IDFM:39098,2,362
IDFM:22154,IDFM:27084,2,185
IDFM:10855,IDFM:427141,2,60
IDFM:30496,IDFM:30753,2,297
IDFM:14662,IDFM:413355,2,372
IDFM:41414,IDFM:10292,2,305
IDFM:12166,IDFM:12264,2,149
IDFM:463143,IDFM:23644,2,348
IDFM:477477,IDFM:477474,2,60
IDFM:21240,IDFM:13016,2,353
IDFM:33559,IDFM:33557,2,222
IDFM:11251,IDFM:491181,2,110
IDFM:474361,IDFM:5103,2,148
IDFM:478686,IDFM:478490,2,307
IDFM:3927,IDFM:3926,2,60
IDFM:22401,IDFM:37178,2,362
IDFM:22385,IDFM:26726,2,218
IDFM:479275,IDFM:479517,2,128
IDFM:26973,IDFM:26972,2,355
IDFM:36781,IDFM:36846,2,335
IDFM:463067,IDFM:426152,2,193
IDFM:416144,IDFM:422637,2,360
IDFM:18070,IDFM:12759,2,60
IDFM:monomodalStopPlace:46926,IDFM:13565,2,308
IDFM:13363,IDFM:13365,2,191
IDFM:490813,IDFM:486938,2,279
IDFM:426200,IDFM:22091,2,327
IDFM:12821,IDFM:11570,2,371
IDFM:29555,IDFM:424260,2,60
IDFM:420818,IDFM:6962,2,274
IDFM:2969,IDFM:422946,2,318
IDFM:16732,IDFM:491336,2,338
IDFM:34498,IDFM:481823,2,76
IDFM:23656,IDFM:23662,2,362
IDFM:462800,IDFM:38730,2,69
IDFM:35921,IDFM:486606,2,375
IDFM:36982,IDFM:7830,2,297
IDFM:5146,IDFM:5060,2,217
IDFM:monomodalStopPlace:43076,IDFM:11796,2,272
IDFM:22899,IDFM:12267,2,306
IDFM:14301,IDFM:14300,2,60
IDFM:13276,IDFM:13277,2,350
IDFM:41716,IDFM:39518,2,218
IDFM:37646,IDFM:26835,2,329
IDFM:490053,IDFM:4570,2,273
IDFM:22225,IDFM:37141,2,366
IDFM:412343,IDFM:20752,2,284
IDFM:5404,IDFM:5067,2,337
IDFM:8551,IDFM:2540,2,227
IDFM:10357,IDFM:10361,2,228
IDFM:41995,IDFM:27810,2,130
IDFM:427944,IDFM:7542,2,223
IDFM:19334,IDFM:19095,2,115
IDFM:41486,IDFM:35091,2,277
IDFM:17557,IDFM:4341,2,380
IDFM:7432,IDFM:23774,2,377
IDFM:427588,IDFM:41652,2,232
IDFM:26564,IDFM:34211,2,203
IDFM:13364,IDFM:13325,2,252
IDFM:monomodalStopPlace:43230,IDFM:36879,2,203
IDFM:38270,IDFM:487088,2,225
IDFM:424018,IDFM:14190,2,237
IDFM:21975,IDFM:463237,2,13
IDFM:488735,IDFM:12490,2,85
IDFM:41764,IDFM:34786,2,321
IDFM:35177,IDFM:486608,2,82
IDFM:2898,IDFM:10345,2,313
IDFM:14635,IDFM:14620,2,278
IDFM:33181,IDFM:33179,2,60
IDFM:35547,IDFM:35545,2,373
IDFM:17835,IDFM:40553,2,275
IDFM:3501,IDFM:3517,2,250
IDFM:2844,IDFM:485887,2,356
IDFM:33367,IDFM:33366,2,60
IDFM:488322,IDFM:463228,2,334
IDFM:462720,IDFM:15525,2,231
IDFM:464012,IDFM:24608,2,178
IDFM:24789,IDFM:22799,2,178
IDFM:28138,IDFM:41720,2,95
IDFM:10813,IDFM:10814,2,83
IDFM:426434,IDFM:413208,2,338
IDFM:5068,IDFM:5084,2,180
IDFM:2599,IDFM:2541,2,364
IDFM:22620,IDFM:37880,2,242
IDFM:490991,IDFM:419000,2,223
IDFM:9776,IDFM:9786,2,289
IDFM:30752,IDFM:30753,2,60
IDFM:6102,IDFM:6103,2,60
IDFM:5155,IDFM:5176,2,351
IDFM:33486,IDFM:33485,2,190
IDFM:22441,IDFM:35135,2,272
IDFM:34910,IDFM:39857,2,226
IDFM:15833,IDFM:480040,2,60
IDFM:25146,IDFM:25145,2,298
IDFM:23039,IDFM:23037,2,60
IDFM:462565,IDFM:25088,2,244
IDFM:27118,IDFM:27119,2,353
IDFM:27420,IDFM:484162,2,60
IDFM:22454,IDFM:27535,2,275
IDFM:27046,IDFM:463128,2,315
IDFM:461397,IDFM:39726,2,484
IDFM:463059,IDFM:23660,2,228
IDFM:24985,IDFM:22495,2,350
IDFM:463080,IDFM:24841,2,239
IDFM:3378,IDFM:472638,2,142
IDFM:32604,IDFM:32603,2,60
IDFM:22982,IDFM:474402,2,277
IDFM:7585,IDFM:7581,2,366
IDFM:3901,IDFM:3966,2,309
IDFM:34709,IDFM:34497,2,60
IDFM:38603,IDFM:38520,2,359
IDFM:19447,IDFM:18936,2,214
IDFM:27116,IDFM:463206,2,262
IDFM:34701,IDFM:34457,2,60
IDFM:421000,IDFM:421012,2,249
IDFM:12458,IDFM:monomodalStopPlace:43157,2,280
IDFM:32294,IDFM:24726,2,221
IDFM:21205,IDFM:479806,2,309
IDFM:36597,IDFM:29356,2,60
IDFM:25507,IDFM:463789,2,60
IDFM:30852,IDFM:31187,2,350
IDFM:21926,IDFM:9118,2,256
IDFM:483214,IDFM:484367,2,60
IDFM:5404,IDFM:5246,2,313
IDFM:462011,IDFM:480410,2,70
IDFM:25354,IDFM:28639,2,275
IDFM:3881,IDFM:3761,2,238
IDFM:419620,IDFM:40261,2,60
IDFM:24787,IDFM:412355,2,86
IDFM:39204,IDFM:39205,2,60
IDFM:490759,IDFM:4375,2,60
IDFM:9950,IDFM:34695,2,364
IDFM:5361,IDFM:5579,2,272
IDFM:473787,IDFM:28450,2,116
IDFM:monomodalStopPlace:473875,IDFM:426149,2,265
IDFM:37085,IDFM:27390,2,89
IDFM:37380,IDFM:28682,2,79
IDFM:2493,IDFM:2478,2,305
IDFM:422735,IDFM:422733,2,228
IDFM:427648,IDFM:427743,2,274
IDFM:3123,IDFM:3127,2,354
IDFM:19587,IDFM:15096,2,60
IDFM:37326,IDFM:415293,2,267
IDFM:488615,IDFM:25656,2,120
IDFM:41957,IDFM:14469,2,60
IDFM:4983,IDFM:4984,2,60
IDFM:21570,IDFM:10425,2,60
IDFM:422819,IDFM:17601,2,255
IDFM:2513,IDFM:478506,2,395
IDFM:419858,IDFM:5317,2,373
IDFM:20318,IDFM:20361,2,356
IDFM:491490,IDFM:420714,2,160
IDFM:13329,IDFM:477076,2,210
IDFM:32514,IDFM:32505,2,194
IDFM:10279,IDFM:36903,2,236
IDFM:26157,IDFM:monomodalStopPlace:44201,2,232
IDFM:32847,IDFM:13982,2,60
IDFM:7870,IDFM:40432,2,311
IDFM:21332,IDFM:21326,2,223
IDFM:14518,IDFM:14523,2,315
IDFM:22778,IDFM:22779,2,60
IDFM:23704,IDFM:413283,2,368
IDFM:35589,IDFM:35600,2,272
IDFM:425267,IDFM:27810,2,74
IDFM:25761,IDFM:39807,2,356
IDFM:4223,IDFM:4224,2,151
IDFM:2333,IDFM:2162,2,60
IDFM:34049,IDFM:34050,2,83
IDFM:463061,IDFM:39789,2,318
IDFM:479981,IDFM:471675,2,168
IDFM:24441,IDFM:27092,2,365
IDFM:413553,IDFM:32826,2,85
IDFM:19841,IDFM:479675,2,95
IDFM:413196,IDFM:413198,2,60
IDFM:29814,IDFM:26780,2,60
IDFM:5086,IDFM:5087,2,60
IDFM:42045,IDFM:463037,2,205
IDFM:8708,IDFM:486449,2,75
IDFM:23470,IDFM:28265,2,312
IDFM:28034,IDFM:419139,2,60
IDFM:33938,IDFM:462706,2,251
IDFM:8725,IDFM:8658,2,115
IDFM:4262,IDFM:monomodalStopPlace:43220,2,221
IDFM:13414,IDFM:13413,2,60
IDFM:38575,IDFM:462766,2,192
IDFM:41773,IDFM:490857,2,334
IDFM:8647,IDFM:8779,2,84
IDFM:28632,IDFM:28387,2,331
IDFM:26255,IDFM:monomodalStopPlace:415093,2,335
IDFM:monomodalStopPlace:43075,IDFM:39904,2,208
IDFM:477554,IDFM:4125,2,356
IDFM:427668,IDFM:427678,2,296
IDFM:2156,IDFM:12820,2,317
IDFM:421280,IDFM:39681,2,258
IDFM:19800,IDFM:420822,2,366
IDFM:24908,IDFM:24913,2,148
IDFM:37147,IDFM:37283,2,308
IDFM:13308,IDFM:13364,2,369
IDFM:30747,IDFM:411736,2,60
IDFM:22472,IDFM:488510,2,60
IDFM:37405,IDFM:25744,2,322
IDFM:34836,IDFM:34798,2,361
IDFM:8944,IDFM:9063,2,365
IDFM:9330,IDFM:6338,2,319
IDFM:18327,IDFM:18338,2,174
IDFM:485545,IDFM:13904,2,276
IDFM:17410,IDFM:14894,2,322
IDFM:29322,IDFM:29315,2,314
IDFM:7621,IDFM:16915,2,314
IDFM:39661,IDFM:27555,2,333
IDFM:41401,IDFM:426200,2,87
IDFM:2280,IDFM:25519,2,317
IDFM:463037,IDFM:22196,2,14
IDFM:24680,IDFM:21952,2,161
IDFM:19992,IDFM:423354,2,376
IDFM:29403,IDFM:29404,2,60
IDFM:482580,IDFM:415380,2,367
IDFM:37755,IDFM:37754,2,334
IDFM:463060,IDFM:21959,2,360
IDFM:463320,IDFM:22226,2,12
IDFM:4191,IDFM:4189,2,196
IDFM:19846,IDFM:482715,2,60
IDFM:31791,IDFM:472789,2,85
IDFM:3897,IDFM:2773,2,311
IDFM:32405,IDFM:32407,2,286
IDFM:34447,IDFM:34449,2,292
IDFM:2336,IDFM:486592,2,114
IDFM:27745,IDFM:420132,2,351
IDFM:11619,IDFM:485911,2,219
IDFM:37652,IDFM:40117,2,60
IDFM:20089,IDFM:20088,2,60
IDFM:422698,IDFM:39864,2,60
IDFM:33455,IDFM:17017,2,281
IDFM:7792,IDFM:37753,2,316
IDFM:14666,IDFM:14665,2,60
IDFM:18989,IDFM:19018,2,316
IDFM:27701,IDFM:28783,2,355
IDFM:monomodalStopPlace:43070,IDFM:416433,2,203
IDFM:427110,IDFM:24031,2,339
IDFM:12048,IDFM:3275,2,346
IDFM:34786,IDFM:34848,2,299
IDFM:19455,IDFM:19519,2,60
IDFM:19480,IDFM:427118,2,221
IDFM:18318,IDFM:18319,2,60
IDFM:35064,IDFM:34943,2,283
IDFM:22882,IDFM:8200,2,60
IDFM:4624,IDFM:4527,2,60
IDFM:4220,IDFM:477513,2,251
IDFM:13011,IDFM:38284,2,240
IDFM:23690,IDFM:20103,2,317
IDFM:30102,IDFM:490527,2,355
IDFM:33842,IDFM:33809,2,251
IDFM:28040,IDFM:39668,2,294
IDFM:472197,IDFM:19408,2,88
IDFM:21206,IDFM:21209,2,318
IDFM:411303,IDFM:23368,2,60
IDFM:20067,IDFM:20066,2,345
IDFM:17999,IDFM:17982,2,187
IDFM:2326,IDFM:37326,2,188
IDFM:17017,IDFM:33455,2,281
IDFM:4476,IDFM:4464,2,282
IDFM:15652,IDFM:18783,2,356
IDFM:6864,IDFM:6826,2,60
IDFM:6196,IDFM:6199,2,374
IDFM:11499,IDFM:21842,2,115
IDFM:39471,IDFM:8448,2,350
IDFM:4787,IDFM:4786,2,60
IDFM:28438,IDFM:28439,2,243
IDFM:40055,IDFM:37164,2,102
IDFM:422634,IDFM:477434,2,332
IDFM:20099,IDFM:22156,2,451
IDFM:25120,IDFM:39466,2,141
IDFM:19533,IDFM:19430,2,368
IDFM:463110,IDFM:26664,2,210
IDFM:462762,IDFM:30688,2,174
IDFM:30152,IDFM:22920,2,170
IDFM:30036,IDFM:monomodalStopPlace:47907,2,313
IDFM:29418,IDFM:21936,2,224
IDFM:13219,IDFM:13220,2,71
IDFM:monomodalStopPlace:45877,IDFM:24456,2,187
IDFM:30753,IDFM:30752,2,60
IDFM:7311,IDFM:8488,2,294
IDFM:32747,IDFM:32705,2,354
IDFM:479844,IDFM:463548,2,156
IDFM:479809,IDFM:21205,2,156
IDFM:32214,IDFM:32069,2,232
IDFM:39519,IDFM:479101,2,149
IDFM:421675,IDFM:39937,2,60
IDFM:6545,IDFM:6544,2,60
IDFM:14485,IDFM:3566,2,268
IDFM:10127,IDFM:422954,2,236
IDFM:19184,IDFM:478656,2,342
IDFM:22610,IDFM:427749,2,117
IDFM:37908,IDFM:37886,2,366
IDFM:477877,IDFM:477879,2,60
IDFM:14026,IDFM:34592,2,351
IDFM:25644,IDFM:24918,2,90
IDFM:488651,IDFM:491108,2,324
IDFM:23657,IDFM:23635,2,216
IDFM:39011,IDFM:480752,2,297
IDFM:14929,IDFM:20171,2,60
IDFM:463285,IDFM:8430,2,112
IDFM:462996,IDFM:20099,2,451
IDFM:14022,IDFM:14021,2,60
IDFM:490645,IDFM:14636,2,226
IDFM:20216,IDFM:412427,2,90
IDFM:488031,IDFM:8949,2,286
IDFM:29790,IDFM:9111,2,169
IDFM:2662,IDFM:21657,2,336
IDFM:490960,IDFM:42022,2,65
IDFM:22184,IDFM:25522,2,256
IDFM:421038,IDFM:17896,2,137
IDFM:30625,IDFM:30626,2,60
IDFM:7856,IDFM:15103,2,368
IDFM:4774,IDFM:4775,2,60
IDFM:24787,IDFM:22799,2,332
IDFM:32343,IDFM:474309,2,250
IDFM:24980,IDFM:463293,2,360
IDFM:425621,IDFM:488633,2,60
IDFM:29972,IDFM:29961,2,340
IDFM:472755,IDFM:462970,2,225
IDFM:19178,IDFM:19235,2,191
IDFM:38122,IDFM:38109,2,294
IDFM:490886,IDFM:480174,2,179
IDFM:419621,IDFM:414330,2,60
IDFM:479092,IDFM:28044,2,332
IDFM:23235,IDFM:37273,2,60
IDFM:40777,IDFM:29283,2,158
IDFM:monomodalStopPlace:462901,IDFM:15421,2,273
IDFM:5582,IDFM:419862,2,291
IDFM:8767,IDFM:10132,2,99
IDFM:6809,IDFM:6003,2,154
IDFM:488748,IDFM:491459,2,271
IDFM:479280,IDFM:480408,2,60
IDFM:486938,IDFM:486883,2,188
IDFM:427516,IDFM:23289,2,189
IDFM:24092,IDFM:428005,2,252
IDFM:427704,IDFM:416751,2,60
IDFM:39289,IDFM:2258,2,60
IDFM:31260,IDFM:31310,2,335
IDFM:27065,IDFM:30161,2,377
IDFM:463781,IDFM:22365,2,256
IDFM:3520,IDFM:3514,2,346
IDFM:7706,IDFM:7707,2,348
IDFM:19893,IDFM:37768,2,214
IDFM:13559,IDFM:463986,2,60
IDFM:5241,IDFM:5239,2,224
IDFM:11936,IDFM:11937,2,60
IDFM:416512,IDFM:21171,2,341
IDFM:413285,IDFM:40381,2,304
IDFM:39330,IDFM:463043,2,368
IDFM:37839,IDFM:8298,2,60
IDFM:16909,IDFM:17543,2,226
IDFM:484257,IDFM:21863,2,66
IDFM:13454,IDFM:13453,2,60
IDFM:486904,IDFM:411308,2,155
IDFM:488510,IDFM:22472,2,60
IDFM:483228,IDFM:482896,2,607
IDFM:19799,IDFM:6966,2,121
IDFM:39166,IDFM:18974,2,101
IDFM:36565,IDFM:36522,2,336
IDFM:483705,IDFM:23389,2,239
IDFM:5307,IDFM:5393,2,188
IDFM:419554,IDFM:38469,2,60
IDFM:426942,IDFM:463298,2,312
IDFM:463304,IDFM:463062,2,330
IDFM:19449,IDFM:18887,2,273
IDFM:26983,IDFM:22825,2,163
IDFM:21919,IDFM:426148,2,211
IDFM:3877,IDFM:423864,2,347
IDFM:23232,IDFM:22246,2,118
IDFM:3571,IDFM:3581,2,375
IDFM:463116,IDFM:24781,2,204
IDFM:22441,IDFM:22436,2,338
IDFM:24675,IDFM:23163,2,314
IDFM:27116,IDFM:463036,2,365
IDFM:22031,IDFM:22117,2,310
IDFM:11343,IDFM:11375,2,308
IDFM:19801,IDFM:420818,2,287
IDFM:9109,IDFM:23511,2,280
IDFM:11875,IDFM:11874,2,183
IDFM:16433,IDFM:16456,2,205
IDFM:23005,IDFM:27022,2,193
IDFM:13278,IDFM:14315,2,60
IDFM:22825,IDFM:23649,2,238
IDFM:480395,IDFM:21947,2,266
IDFM:472681,IDFM:monomodalStopPlace:43204,2,252
IDFM:34819,IDFM:5160,2,222
IDFM:41977,IDFM:37902,2,163
IDFM:488653,IDFM:7622,2,187
IDFM:22837,IDFM:24487,2,285
IDFM:426148,IDFM:24984,2,195
IDFM:30976,IDFM:30302,2,338
IDFM:423613,IDFM:423223,2,74
IDFM:16834,IDFM:23044,2,103
IDFM:463062,IDFM:23454,2,326
IDFM:17968,IDFM:17938,2,129
IDFM:463287,IDFM:39462,2,212
IDFM:23659,IDFM:26294,2,308
IDFM:18276,IDFM:15432,2,302
IDFM:39855,IDFM:491405,2,127
IDFM:27756,IDFM:28294,2,203
IDFM:26342,IDFM:26344,2,60
IDFM:22636,IDFM:463000,2,235
IDFM:472812,IDFM:34823,2,96
IDFM:4055,IDFM:8529,2,283
IDFM:463781,IDFM:9516,2,259
IDFM:426555,IDFM:monomodalStopPlace:43094,2,262
IDFM:4737,IDFM:4736,2,169
IDFM:27845,IDFM:22689,2,370
IDFM:486571,IDFM:monomodalStopPlace:59206,2,283
IDFM:4673,IDFM:4668,2,346
IDFM:463097,IDFM:26675,2,319
IDFM:483230,IDFM:486451,2,316
IDFM:19012,IDFM:19092,2,279
IDFM:38169,IDFM:19080,2,186
IDFM:416627,IDFM:21812,2,369
IDFM:25833,IDFM:23760,2,60
IDFM:422881,IDFM:8550,2,123
IDFM:23444,IDFM:9978,2,244
IDFM:490917,IDFM:12663,2,215
IDFM:4463,IDFM:4476,2,250
IDFM:monomodalStopPlace:43072,IDFM:486904,2,526
IDFM:477440,IDFM:477406,2,234
IDFM:23732,IDFM:23730,2,135
IDFM:28965,IDFM:25443,2,357
IDFM:39709,IDFM:21311,2,327
IDFM:26259,IDFM:463095,2,324
IDFM:486826,IDFM:12127,2,339
IDFM:7709,IDFM:7735,2,176
IDFM:34444,IDFM:32309,2,250
IDFM:16711,IDFM:19148,2,229
IDFM:22861,IDFM:490841,2,365
IDFM:33052,IDFM:16215,2,130
IDFM:40809,IDFM:12185,2,60
IDFM:30266,IDFM:481424,2,375
IDFM:28399,IDFM:28541,2,340
IDFM:21995,IDFM:26668,2,217
IDFM:37042,IDFM:41673,2,368
IDFM:12995,IDFM:19315,2,235
IDFM:8764,IDFM:8773,2,60
IDFM:411229,IDFM:17897,2,117
IDFM:33371,IDFM:25498,2,324
IDFM:34998,IDFM:478353,2,341
IDFM:12545,IDFM:12544,2,165
IDFM:479844,IDFM:22013,2,221
IDFM:415427,IDFM:3999,2,277
IDFM:478711,IDFM:16550,2,60
IDFM:26664,IDFM:463111,2,210
IDFM:22083,IDFM:22801,2,391
IDFM:3909,IDFM:8488,2,367
IDFM:486532,IDFM:16730,2,66
IDFM:19268,IDFM:19018,2,60
IDFM:471915,IDFM:monomodalStopPlace:47582,2,367
IDFM:2600,IDFM:2564,2,252
IDFM:422039,IDFM:422465,2,60
IDFM:19801,IDFM:486752,2,96
IDFM:12958,IDFM:16247,2,375
IDFM:37408,IDFM:37409,2,60
IDFM:36296,IDFM:462991,2,257
IDFM:477033,IDFM:477004,2,60
IDFM:14483,IDFM:2358,2,93
IDFM:491238,IDFM:35040,2,175
IDFM:3936,IDFM:3763,2,264
IDFM:490959,IDFM:491404,2,262
IDFM:420488,IDFM:5852,2,163
IDFM:33365,IDFM:28090,2,272
IDFM:425662,IDFM:425663,2,60
IDFM:39980,IDFM:16857,2,246
IDFM:25299,IDFM:22167,2,316
IDFM:482896,IDFM:483224,2,575
IDFM:29008,IDFM:37007,2,71
IDFM:37961,IDFM:490654,2,60
IDFM:18931,IDFM:18807,2,318
IDFM:39292,IDFM:21241,2,218
IDFM:33023,IDFM:33021,2,320
IDFM:34057,IDFM:33943,2,169
IDFM:478666,IDFM:478503,2,62
IDFM:39979,IDFM:461876,2,79
IDFM:478756,IDFM:6686,2,60
IDFM:12181,IDFM:427575,2,359
IDFM:422081,IDFM:480888,2,60
IDFM:26658,IDFM:28251,2,110
IDFM:33063,IDFM:33064,2,332
IDFM:25713,IDFM:463040,2,327
IDFM:30901,IDFM:31043,2,262
IDFM:4219,IDFM:4331,2,303
IDFM:420339,IDFM:monomodalStopPlace:47325,2,316
IDFM:30596,IDFM:411717,2,60
IDFM:29310,IDFM:26444,2,224
IDFM:420302,IDFM:36546,2,355
IDFM:34797,IDFM:34798,2,60
IDFM:12321,IDFM:8142,2,361
IDFM:30496,IDFM:30751,2,325
IDFM:2265,IDFM:22168,2,329
IDFM:14258,IDFM:14263,2,382
IDFM:16701,IDFM:16762,2,274
IDFM:25631,IDFM:17566,2,190
IDFM:474332,IDFM:4874,2,151
IDFM:32336,IDFM:32009,2,101
IDFM:480704,IDFM:29234,2,60
IDFM:monomodalStopPlace:43224,IDFM:463130,2,600
IDFM:413478,IDFM:35037,2,155
IDFM:9280,IDFM:419124,2,357
IDFM:12097,IDFM:12126,2,349
IDFM:40613,IDFM:19193,2,278
IDFM:34866,IDFM:35017,2,328
IDFM:33398,IDFM:11981,2,267
IDFM:484097,IDFM:423327,2,118
IDFM:22544,IDFM:426818,2,330
IDFM:22718,IDFM:22737,2,193
IDFM:23058,IDFM:23063,2,76
IDFM:15939,IDFM:15938,2,60
IDFM:37180,IDFM:37919,2,88
IDFM:463310,IDFM:22774,2,300
IDFM:483221,IDFM:420180,2,186
IDFM:23026,IDFM:11980,2,210
IDFM:2587,IDFM:2607,2,203
IDFM:463534,IDFM:484709,2,219
IDFM:477405,IDFM:477391,2,122
IDFM:5106,IDFM:5051,2,309
IDFM:3206,IDFM:monomodalStopPlace:486884,2,202
IDFM:38713,IDFM:38522,2,276
IDFM:39747,IDFM:491117,2,374
IDFM:16387,IDFM:20013,2,232
IDFM:33347,IDFM:30302,2,60
IDFM:478997,IDFM:25844,2,200
IDFM:25943,IDFM:26344,2,332
IDFM:27028,IDFM:20250,2,314
IDFM:426286,IDFM:39054,2,117
IDFM:25141,IDFM:25146,2,60
IDFM:29282,IDFM:24887,2,382
IDFM:11718,IDFM:11684,2,268
IDFM:413150,IDFM:413278,2,182
IDFM:8640,IDFM:8749,2,60
IDFM:2355,IDFM:40045,2,169
IDFM:19802,IDFM:420823,2,336
IDFM:22081,IDFM:422499,2,243
IDFM:20096,IDFM:19875,2,60
IDFM:32732,IDFM:13891,2,60
IDFM:11833,IDFM:463471,2,74
IDFM:28403,IDFM:23654,2,185
IDFM:9752,IDFM:monomodalStopPlace:47181,2,203
IDFM:26962,IDFM:26979,2,363
IDFM:425081,IDFM:34042,2,220
IDFM:419766,IDFM:14604,2,295
IDFM:26728,IDFM:27092,2,355
IDFM:22584,IDFM:39545,2,86
IDFM:22101,IDFM:463193,2,42
IDFM:463008,IDFM:463095,2,292
IDFM:monomodalStopPlace:43213,IDFM:417791,2,267
IDFM:423652,IDFM:423536,2,86
IDFM:17947,IDFM:17908,2,151
IDFM:480928,IDFM:34527,2,272
IDFM:20329,IDFM:11551,2,128
IDFM:4328,IDFM:20388,2,277
IDFM:30903,IDFM:30984,2,253
IDFM:19170,IDFM:490618,2,109
IDFM:39770,IDFM:37646,2,355
IDFM:463113,IDFM:22750,2,263
IDFM:2498,IDFM:2425,2,232
IDFM:13508,IDFM:13510,2,348
IDFM:422466,IDFM:monomodalStopPlace:46689,2,192
IDFM:7531,IDFM:17595,2,263
IDFM:11168,IDFM:484501,2,354
IDFM:426032,IDFM:421846,2,109
IDFM:481112,IDFM:422981,2,60
IDFM:36166,IDFM:28384,2,290
IDFM:21130,IDFM:411300,2,277
IDFM:424576,IDFM:monomodalStopPlace:479059,2,371
IDFM:34782,IDFM:34779,2,307
IDFM:23026,IDFM:33397,2,71
IDFM:426844,IDFM:426843,2,304
IDFM:416895,IDFM:416874,2,302
IDFM:37280,IDFM:37409,2,276
IDFM:37762,IDFM:30081,2,60
IDFM:28263,IDFM:28267,2,360
IDFM:5106,IDFM:5107,2,60
IDFM:463177,IDFM:26351,2,366
IDFM:15348,IDFM:15695,2,244
IDFM:21924,IDFM:27214,2,237
IDFM:12030,IDFM:12031,2,60
IDFM:8128,IDFM:25945,2,301
IDFM:22615,IDFM:36432,2,88
IDFM:14348,IDFM:14355,2,270
IDFM:4070,IDFM:4338,2,119
IDFM:412158,IDFM:42109,2,278
IDFM:411702,IDFM:34438,2,319
IDFM:monomodalStopPlace:45873,IDFM:37115,2,206
IDFM:38995,IDFM:19025,2,339
IDFM:11376,IDFM:11314,2,375
IDFM:35009,IDFM:35005,2,284
IDFM:411229,IDFM:17896,2,130
IDFM:472486,IDFM:427651,2,60
IDFM:26749,IDFM:28673,2,60
IDFM:3964,IDFM:18198,2,132
IDFM:22753,IDFM:422796,2,287
IDFM:490524,IDFM:23567,2,162
IDFM:486056,IDFM:37539,2,223
IDFM:9595,IDFM:490940,2,533
IDFM:25997,IDFM:37282,2,217
IDFM:21790,IDFM:27604,2,248
IDFM:2568,IDFM:2558,2,296
IDFM:28331,IDFM:22535,2,60
IDFM:480340,IDFM:462567,2,262
IDFM:415379,IDFM:415378,2,231
IDFM:32291,IDFM:34698,2,347
IDFM:31552,IDFM:31551,2,60
IDFM:20295,IDFM:20296,2,60
IDFM:41475,IDFM:15523,2,373
IDFM:3863,IDFM:3965,2,140
IDFM:24240,IDFM:24241,2,259
IDFM:34574,IDFM:34596,2,242
IDFM:12899,IDFM:10848,2,320
IDFM:462427,IDFM:39248,2,60
IDFM:41409,IDFM:40881,2,160
IDFM:5066,IDFM:5404,2,374
IDFM:22823,IDFM:14672,2,168
IDFM:16839,IDFM:16682,2,204
IDFM:17459,IDFM:17495,2,336
IDFM:17894,IDFM:411229,2,431
IDFM:32248,IDFM:470929,2,375
IDFM:26667,IDFM:22019,2,278
IDFM:420180,IDFM:34632,2,315
IDFM:460563,IDFM:463012,2,226
IDFM:15630,IDFM:30455,2,171
IDFM:4312,IDFM:4311,2,234
IDFM:36976,IDFM:25136,2,346
IDFM:27070,IDFM:21960,2,261
IDFM:12256,IDFM:12243,2,242
IDFM:2279,IDFM:monomodalStopPlace:43202,2,192
IDFM:16450,IDFM:16451,2,60
IDFM:22663,IDFM:472122,2,60
IDFM:36631,IDFM:28371,2,327
IDFM:420577,IDFM:24490,2,307
IDFM:13334,IDFM:477128,2,275
IDFM:7710,IDFM:7674,2,368
IDFM:8410,IDFM:420865,2,262
IDFM:38697,IDFM:419662,2,88
IDFM:490576,IDFM:38169,2,275
IDFM:10194,IDFM:9930,2,248
IDFM:33187,IDFM:33186,2,246
IDFM:10388,IDFM:29150,2,346
